1089,http://web.mta.info/nyct/service/,36th St & Northern Blvd at NE corner,POINT( -73.92766200 40.75223800),M-R
1090,http://web.mta.info/nyct/service/,36th St & Northern Blvd at SE corner,POINT( -73.92714100 40.75193000),M-R
1226,http://web.mta.info/nyct/service/,3rd Ave & 138th St at NE corner,POINT( -73.92665500 40.81083100),6
1762,http://web.mta.info/nyct/service/,3rd Ave & 149th St at NW corner,POINT( -73.91745600 40.81626500),2-5
1313,http://web.mta.info/nyct/service/,3rd Ave & 149th St at SE corner,POINT( -73.91752200 40.81588100),2-5
1315,http://web.mta.info/nyct/service/,3rd Ave & 149th St at SE corner1,POINT( -73.91775900 40.81585300),2-5
327,http://web.mta.info/nyct/service/,3rd Ave & 14th St at NE corner,POINT( -73.98654800 40.73312200),L
328,http://web.mta.info/nyct/service/,3rd Ave & 14th St at NE corner1,POINT( -73.98693100 40.73327700),L
125,http://web.mta.info/nyct/service/,3rd Ave & 14th St at SE corner,POINT( -73.98665700 40.73296100),L
126,http://web.mta.info/nyct/service/,3rd Ave & 14th St at SE corner1,POINT( -73.98704100 40.73313400),L
1332,http://web.mta.info/nyct/service/,3rd Ave & 42nd St at SW corner,POINT( -73.97507800 40.75085100),4-5-6-7-GS
1412,http://web.mta.info/nyct/service/,3rd Ave & 53rd St at NE corner,POINT( -73.96916100 40.75771800),6-E-M
1413,http://web.mta.info/nyct/service/,3rd Ave & 53rd St at NE corner1,POINT( -73.96912500 40.75768500),6-E-M
1411,http://web.mta.info/nyct/service/,3rd Ave & 53rd St at SE corner,POINT( -73.96925500 40.75747500),6-E-M
1839,http://web.mta.info/nyct/service/,3rd Ave & 60th St at NE corner,POINT( -73.96591800 40.76225500),4-5-6-N-Q-R
1837,http://web.mta.info/nyct/service/,3rd Ave & 60th St at NW corner,POINT( -73.96615500 40.76235300),4-5-6-N-Q-R
1838,http://web.mta.info/nyct/service/,3rd Ave & 60th St at SE corner,POINT( -73.96610500 40.76199600),4-5-6-N-Q-R
1836,http://web.mta.info/nyct/service/,3rd Ave & 60th St at SW corner,POINT( -73.96634000 40.76209200),4-5-6-N-Q-R
